Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp
Short Circuit,String-5_Module-18,Critical,13,Replace Module,Replace Module,315,Sunny,2023-06-14 00:00:00
Short Circuit,String-5_Module-2,Low,2,Inspect Junction Box,No Action,362,Sunny,2023-02-17 06:00:00
Hotspot,String-1_Module-2,High,5,Replace Panel Section,Replace Panel Section,425,Cloudy,2023-04-27 18:00:00
Hotspot,String-1_Module-19,Low,13,Clean Panel,Inspection Done,429,Rainy,2023-07-20 01:00:00
Short Circuit,String-8_Module-8,Critical,4,Replace Module,Inspection Done,381,Cloudy,2023-06-27 15:00:00
Shadowing,String-2_Module-13,Medium,2,Remove Obstruction,Remove Obstruction,448,Cloudy,2023-03-15 05:00:00
Open Circuit,String-9_Module-8,Medium,9,Replace Connector,No Action,517,Cloudy,2023-01-21 06:00:00
Open Circuit,String-5_Module-8,Low,9,Tighten Connection,No Action,409,Rainy,2023-04-17 19:00:00
Short Circuit,String-1_Module-16,High,6,Replace Wiring,No Action,855,Rainy,2023-04-05 21:00:00
Open Circuit,String-7_Module-11,Critical,11,Replace Module,Inspection Done,591,Rainy,2023-04-03 15:00:00
Shadowing,String-10_Module-16,Critical,6,Reinstall Module,Inspection Done,295,Sunny,2023-03-08 10:00:00
Hotspot,String-7_Module-6,Low,8,Clean Panel,Inspection Done,955,Rainy,2023-02-19 14:00:00
Hotspot,String-7_Module-2,Medium,6,Inspect Cells,Inspect Cells,285,Cloudy,2023-01-02 10:00:00
Short Circuit,String-3_Module-8,Medium,1,Replace Fuse,No Action,614,Sunny,2023-04-08 22:00:00
Open Circuit,String-8_Module-15,High,4,Replace Wiring,Inspection Done,593,Cloudy,2023-02-04 20:00:00
Short Circuit,String-6_Module-17,High,13,Replace Wiring,Inspection Done,895,Sunny,2023-07-12 11:00:00
Open Circuit,String-3_Module-17,High,7,Replace Wiring,Inspection Done,832,Sunny,2023-01-05 02:00:00
Hotspot,String-7_Module-2,Low,13,Clean Panel,Clean Panel,700,Cloudy,2023-07-05 02:00:00
Open Circuit,String-3_Module-16,Medium,13,Replace Connector,Inspection Done,803,Sunny,2023-06-29 22:00:00
Hotspot,String-10_Module-2,High,2,Replace Panel Section,Inspection Done,781,Cloudy,2023-07-19 05:00:00
Shadowing,String-6_Module-5,Medium,9,Remove Obstruction,No Action,332,Cloudy,2023-06-11 16:00:00
Shadowing,String-5_Module-10,High,8,Adjust Tilt,Adjust Tilt,990,Rainy,2023-02-23 00:00:00
Open Circuit,String-9_Module-5,Medium,8,Replace Connector,Replace Connector,848,Sunny,2023-03-27 16:00:00
Shadowing,String-4_Module-15,Medium,7,Remove Obstruction,No Action,513,Rainy,2023-03-22 02:00:00
Shadowing,String-1_Module-8,Low,4,Clean Panel,Clean Panel,898,Cloudy,2023-01-26 03:00:00
Open Circuit,String-7_Module-13,Low,2,Tighten Connection,No Action,420,Rainy,2023-07-20 10:00:00
Open Circuit,String-4_Module-19,High,3,Replace Wiring,Inspection Done,637,Sunny,2023-05-20 12:00:00
Open Circuit,String-5_Module-15,Critical,12,Replace Module,No Action,245,Sunny,2023-02-01 13:00:00
Open Circuit,String-3_Module-11,Low,6,Tighten Connection,Inspection Done,989,Rainy,2023-05-10 03:00:00
Short Circuit,String-7_Module-18,High,12,Replace Wiring,Replace Wiring,391,Rainy,2023-07-08 11:00:00
Short Circuit,String-4_Module-9,High,12,Replace Wiring,No Action,719,Sunny,2023-01-27 19:00:00
Hotspot,String-9_Module-4,Low,5,Clean Panel,No Action,578,Sunny,2023-02-07 20:00:00
Open Circuit,String-2_Module-8,High,12,Replace Wiring,Replace Wiring,987,Sunny,2023-02-23 10:00:00
Hotspot,String-1_Module-10,Low,8,Clean Panel,Inspection Done,890,Cloudy,2023-04-17 10:00:00
Shadowing,String-7_Module-1,Low,6,Clean Panel,Clean Panel,533,Rainy,2023-07-15 10:00:00
Hotspot,String-2_Module-10,Low,6,Clean Panel,Clean Panel,238,Cloudy,2023-06-21 19:00:00
Shadowing,String-4_Module-4,Medium,1,Remove Obstruction,No Action,492,Sunny,2023-03-31 15:00:00
Hotspot,String-8_Module-5,Critical,4,Replace Module,Replace Module,889,Cloudy,2023-02-22 01:00:00
Shadowing,String-10_Module-9,High,5,Adjust Tilt,Adjust Tilt,361,Rainy,2023-01-19 15:00:00
Shadowing,String-4_Module-15,High,12,Adjust Tilt,No Action,530,Sunny,2023-04-01 15:00:00
Hotspot,String-4_Module-8,Critical,11,Replace Module,Inspection Done,303,Sunny,2023-07-27 16:00:00
Open Circuit,String-10_Module-10,Medium,3,Replace Connector,Inspection Done,360,Cloudy,2023-01-31 08:00:00
Short Circuit,String-1_Module-13,Critical,13,Replace Module,No Action,998,Cloudy,2023-01-06 18:00:00
Short Circuit,String-6_Module-8,Medium,9,Replace Fuse,Replace Fuse,834,Cloudy,2023-01-23 07:00:00
Open Circuit,String-4_Module-3,High,1,Replace Wiring,Replace Wiring,253,Cloudy,2023-01-13 08:00:00
Open Circuit,String-7_Module-11,Low,6,Tighten Connection,Inspection Done,233,Rainy,2023-04-11 19:00:00
Shadowing,String-4_Module-13,Low,6,Clean Panel,Clean Panel,441,Sunny,2023-01-13 18:00:00
Shadowing,String-5_Module-15,High,10,Adjust Tilt,No Action,312,Sunny,2023-04-10 04:00:00
Shadowing,String-9_Module-13,Critical,5,Reinstall Module,Reinstall Module,517,Rainy,2023-07-19 07:00:00
Hotspot,String-8_Module-1,High,12,Replace Panel Section,No Action,222,Rainy,2023-03-26 02:00:00
Shadowing,String-8_Module-15,Low,5,Clean Panel,No Action,757,Sunny,2023-01-02 08:00:00
Open Circuit,String-8_Module-11,Critical,10,Replace Module,No Action,846,Cloudy,2023-07-15 23:00:00
Hotspot,String-8_Module-17,Medium,14,Inspect Cells,No Action,317,Sunny,2023-02-05 05:00:00
Open Circuit,String-10_Module-14,Low,13,Tighten Connection,No Action,900,Cloudy,2023-01-18 18:00:00
Open Circuit,String-3_Module-3,High,5,Replace Wiring,No Action,842,Rainy,2023-04-02 11:00:00
Hotspot,String-6_Module-19,High,6,Replace Panel Section,Replace Panel Section,411,Sunny,2023-05-25 08:00:00
Shadowing,String-4_Module-17,High,8,Adjust Tilt,No Action,617,Sunny,2023-04-14 10:00:00
Shadowing,String-4_Module-19,High,2,Adjust Tilt,No Action,312,Cloudy,2023-02-07 04:00:00
Shadowing,String-4_Module-12,Low,6,Clean Panel,Inspection Done,243,Sunny,2023-03-25 05:00:00
Open Circuit,String-10_Module-19,Low,1,Tighten Connection,Inspection Done,327,Cloudy,2023-03-03 11:00:00
Shadowing,String-7_Module-4,Critical,4,Reinstall Module,No Action,357,Cloudy,2023-06-13 00:00:00
Shadowing,String-4_Module-19,Medium,14,Remove Obstruction,Remove Obstruction,984,Sunny,2023-04-14 13:00:00
Shadowing,String-8_Module-5,Medium,10,Remove Obstruction,Inspection Done,593,Cloudy,2023-03-08 22:00:00
Hotspot,String-4_Module-20,Critical,3,Replace Module,Inspection Done,711,Cloudy,2023-02-22 08:00:00
Shadowing,String-2_Module-9,Critical,9,Reinstall Module,Reinstall Module,244,Rainy,2023-01-27 16:00:00
Short Circuit,String-2_Module-16,High,3,Replace Wiring,No Action,307,Rainy,2023-07-27 20:00:00
Shadowing,String-1_Module-12,Critical,6,Reinstall Module,Reinstall Module,418,Sunny,2023-05-05 04:00:00
Open Circuit,String-8_Module-20,Critical,1,Replace Module,Replace Module,642,Sunny,2023-02-12 18:00:00
Open Circuit,String-6_Module-1,Low,12,Tighten Connection,No Action,514,Cloudy,2023-05-15 05:00:00
Short Circuit,String-5_Module-13,High,6,Replace Wiring,Replace Wiring,376,Cloudy,2023-03-13 05:00:00
Shadowing,String-6_Module-12,Low,4,Clean Panel,Clean Panel,427,Sunny,2023-06-15 21:00:00
Open Circuit,String-4_Module-9,Medium,8,Replace Connector,Inspection Done,902,Rainy,2023-02-15 03:00:00
Shadowing,String-7_Module-13,Low,13,Clean Panel,Inspection Done,871,Rainy,2023-07-19 01:00:00
Short Circuit,String-10_Module-2,High,11,Replace Wiring,No Action,466,Cloudy,2023-04-23 09:00:00
Open Circuit,String-1_Module-2,Medium,9,Replace Connector,No Action,578,Cloudy,2023-01-28 09:00:00
Open Circuit,String-7_Module-3,Low,4,Tighten Connection,Tighten Connection,688,Sunny,2023-05-22 17:00:00
Open Circuit,String-5_Module-9,Critical,10,Replace Module,Inspection Done,901,Sunny,2023-06-25 12:00:00
Open Circuit,String-1_Module-2,Medium,12,Replace Connector,No Action,886,Sunny,2023-07-09 19:00:00
Short Circuit,String-7_Module-19,Medium,10,Replace Fuse,Replace Fuse,489,Rainy,2023-01-18 11:00:00
Shadowing,String-4_Module-3,Critical,6,Reinstall Module,No Action,556,Sunny,2023-01-21 22:00:00
Hotspot,String-8_Module-15,High,1,Replace Panel Section,No Action,856,Rainy,2023-03-25 15:00:00
Shadowing,String-7_Module-3,High,4,Adjust Tilt,Inspection Done,943,Cloudy,2023-07-26 19:00:00
Short Circuit,String-9_Module-5,Medium,7,Replace Fuse,Inspection Done,403,Sunny,2023-02-17 16:00:00
Open Circuit,String-9_Module-13,Critical,12,Replace Module,No Action,412,Sunny,2023-04-09 02:00:00
Open Circuit,String-4_Module-1,Critical,1,Replace Module,No Action,751,Cloudy,2023-02-23 02:00:00
Short Circuit,String-7_Module-20,Critical,8,Replace Module,No Action,986,Cloudy,2023-03-23 11:00:00
Shadowing,String-10_Module-19,Medium,12,Remove Obstruction,Inspection Done,522,Cloudy,2023-01-23 13:00:00
Shadowing,String-1_Module-8,Critical,10,Reinstall Module,Reinstall Module,793,Cloudy,2023-02-20 07:00:00
Short Circuit,String-4_Module-6,Low,12,Inspect Junction Box,Inspection Done,380,Rainy,2023-04-28 04:00:00
Short Circuit,String-8_Module-4,Medium,11,Replace Fuse,Replace Fuse,698,Rainy,2023-03-01 16:00:00
Shadowing,String-5_Module-20,Medium,6,Remove Obstruction,Inspection Done,519,Cloudy,2023-07-13 18:00:00
Hotspot,String-3_Module-20,Medium,5,Inspect Cells,Inspect Cells,282,Sunny,2023-05-22 11:00:00
Hotspot,String-9_Module-9,High,10,Replace Panel Section,Inspection Done,502,Cloudy,2023-03-26 18:00:00
Shadowing,String-2_Module-3,Critical,11,Reinstall Module,No Action,461,Rainy,2023-04-16 12:00:00
Short Circuit,String-5_Module-1,Medium,14,Replace Fuse,Replace Fuse,983,Sunny,2023-07-26 12:00:00
Open Circuit,String-8_Module-3,High,9,Replace Wiring,Replace Wiring,399,Rainy,2023-04-24 23:00:00
Hotspot,String-1_Module-13,High,2,Replace Panel Section,Inspection Done,439,Rainy,2023-02-26 23:00:00
Shadowing,String-3_Module-12,Critical,5,Reinstall Module,No Action,891,Rainy,2023-07-16 23:00:00
Open Circuit,String-5_Module-13,Medium,6,Replace Connector,Inspection Done,882,Sunny,2023-03-22 08:00:00
Shadowing,String-3_Module-13,Medium,7,Remove Obstruction,Remove Obstruction,494,Sunny,2023-05-15 22:00:00
Open Circuit,String-6_Module-17,Medium,5,Replace Connector,No Action,711,Sunny,2023-04-12 08:00:00
Open Circuit,String-6_Module-12,Low,9,Tighten Connection,Inspection Done,888,Sunny,2023-07-21 04:00:00
Shadowing,String-8_Module-19,Critical,1,Reinstall Module,Inspection Done,595,Sunny,2023-03-08 18:00:00
Hotspot,String-6_Module-3,Critical,7,Replace Module,Replace Module,948,Rainy,2023-07-12 14:00:00
Short Circuit,String-5_Module-3,High,10,Replace Wiring,Replace Wiring,337,Rainy,2023-01-26 02:00:00
Open Circuit,String-7_Module-15,Critical,7,Replace Module,No Action,328,Rainy,2023-01-05 01:00:00
Short Circuit,String-7_Module-15,Critical,4,Replace Module,Replace Module,248,Sunny,2023-05-28 03:00:00
Open Circuit,String-9_Module-10,Low,9,Tighten Connection,Tighten Connection,875,Sunny,2023-02-24 17:00:00
Short Circuit,String-9_Module-2,Medium,14,Replace Fuse,No Action,988,Sunny,2023-05-04 09:00:00
Shadowing,String-9_Module-5,Medium,12,Remove Obstruction,Inspection Done,492,Sunny,2023-07-17 07:00:00
Short Circuit,String-3_Module-17,High,11,Replace Wiring,Inspection Done,827,Rainy,2023-06-09 04:00:00
Short Circuit,String-8_Module-17,Medium,5,Replace Fuse,No Action,735,Sunny,2023-06-29 02:00:00
Short Circuit,String-8_Module-8,Low,4,Inspect Junction Box,Inspection Done,510,Sunny,2023-05-26 16:00:00
Hotspot,String-3_Module-6,High,13,Replace Panel Section,Replace Panel Section,736,Rainy,2023-01-01 21:00:00
Shadowing,String-10_Module-15,Medium,7,Remove Obstruction,No Action,838,Sunny,2023-01-08 16:00:00
Hotspot,String-5_Module-3,Medium,4,Inspect Cells,Inspect Cells,433,Rainy,2023-05-30 02:00:00
Short Circuit,String-7_Module-7,Critical,3,Replace Module,Inspection Done,408,Rainy,2023-05-16 00:00:00
Hotspot,String-6_Module-12,Low,9,Clean Panel,Inspection Done,804,Sunny,2023-04-24 07:00:00
Open Circuit,String-2_Module-2,Low,11,Tighten Connection,Tighten Connection,293,Sunny,2023-06-25 04:00:00
Open Circuit,String-5_Module-5,High,8,Replace Wiring,Inspection Done,526,Rainy,2023-02-13 23:00:00
Shadowing,String-1_Module-1,Medium,1,Remove Obstruction,Inspection Done,424,Sunny,2023-03-13 14:00:00
Shadowing,String-3_Module-8,Low,7,Clean Panel,No Action,991,Cloudy,2023-04-20 23:00:00
Open Circuit,String-9_Module-8,Medium,9,Replace Connector,Inspection Done,210,Rainy,2023-01-01 23:00:00
Short Circuit,String-5_Module-7,High,8,Replace Wiring,No Action,528,Rainy,2023-06-05 22:00:00
Hotspot,String-7_Module-19,Medium,8,Inspect Cells,No Action,211,Rainy,2023-02-18 07:00:00
Open Circuit,String-7_Module-8,Low,13,Tighten Connection,Inspection Done,234,Cloudy,2023-02-12 07:00:00
Shadowing,String-9_Module-16,Critical,6,Reinstall Module,Reinstall Module,646,Rainy,2023-04-15 07:00:00
Open Circuit,String-5_Module-12,Medium,11,Replace Connector,No Action,651,Sunny,2023-04-06 01:00:00
Hotspot,String-2_Module-14,Low,4,Clean Panel,Clean Panel,939,Sunny,2023-05-14 10:00:00
Hotspot,String-9_Module-10,Critical,8,Replace Module,No Action,419,Sunny,2023-04-10 00:00:00
Hotspot,String-2_Module-16,Low,3,Clean Panel,Clean Panel,640,Sunny,2023-05-19 23:00:00
Hotspot,String-3_Module-17,Medium,13,Inspect Cells,Inspect Cells,852,Rainy,2023-01-02 05:00:00
Short Circuit,String-6_Module-1,High,9,Replace Wiring,No Action,734,Sunny,2023-04-19 11:00:00
Open Circuit,String-7_Module-4,Critical,13,Replace Module,Inspection Done,794,Rainy,2023-03-08 14:00:00
Open Circuit,String-6_Module-12,High,2,Replace Wiring,Inspection Done,428,Sunny,2023-02-24 13:00:00
Short Circuit,String-9_Module-2,Medium,2,Replace Fuse,Inspection Done,543,Sunny,2023-04-21 17:00:00
Short Circuit,String-5_Module-8,Critical,12,Replace Module,Replace Module,279,Rainy,2023-04-30 09:00:00
Hotspot,String-5_Module-16,Low,13,Clean Panel,Inspection Done,552,Rainy,2023-05-19 02:00:00
Short Circuit,String-4_Module-20,High,12,Replace Wiring,Inspection Done,595,Rainy,2023-05-05 06:00:00
Open Circuit,String-6_Module-6,Low,7,Tighten Connection,No Action,489,Sunny,2023-04-21 19:00:00
Hotspot,String-8_Module-18,Critical,12,Replace Module,Replace Module,654,Sunny,2023-07-08 11:00:00
Short Circuit,String-2_Module-15,Critical,10,Replace Module,No Action,870,Sunny,2023-04-05 07:00:00
Open Circuit,String-6_Module-18,Medium,4,Replace Connector,Replace Connector,327,Sunny,2023-06-23 05:00:00
Open Circuit,String-7_Module-3,Critical,10,Replace Module,Inspection Done,901,Sunny,2023-04-16 15:00:00
Short Circuit,String-6_Module-11,Medium,8,Replace Fuse,No Action,742,Rainy,2023-04-11 16:00:00
Hotspot,String-6_Module-19,Medium,9,Inspect Cells,Inspect Cells,558,Sunny,2023-05-19 20:00:00
Shadowing,String-10_Module-20,High,7,Adjust Tilt,Adjust Tilt,726,Cloudy,2023-01-31 03:00:00
Open Circuit,String-9_Module-8,Medium,5,Replace Connector,Inspection Done,512,Cloudy,2023-01-07 06:00:00
Hotspot,String-3_Module-15,High,8,Replace Panel Section,Replace Panel Section,274,Cloudy,2023-03-27 08:00:00
Hotspot,String-1_Module-18,Low,4,Clean Panel,Clean Panel,745,Sunny,2023-07-14 13:00:00
Hotspot,String-6_Module-6,Critical,2,Replace Module,No Action,395,Sunny,2023-03-03 23:00:00
Open Circuit,String-9_Module-20,Medium,11,Replace Connector,Replace Connector,228,Sunny,2023-05-09 07:00:00
Open Circuit,String-5_Module-15,Low,12,Tighten Connection,No Action,905,Rainy,2023-05-28 16:00:00
Open Circuit,String-10_Module-17,Medium,6,Replace Connector,Inspection Done,215,Rainy,2023-07-20 06:00:00
Short Circuit,String-5_Module-13,Low,9,Inspect Junction Box,Inspect Junction Box,622,Rainy,2023-02-06 02:00:00
Open Circuit,String-10_Module-16,Medium,1,Replace Connector,Inspection Done,788,Rainy,2023-07-17 01:00:00
Short Circuit,String-6_Module-13,Critical,11,Replace Module,Inspection Done,792,Sunny,2023-01-17 14:00:00
Short Circuit,String-8_Module-18,Medium,10,Replace Fuse,Inspection Done,604,Rainy,2023-06-27 04:00:00
Hotspot,String-9_Module-20,Medium,12,Inspect Cells,Inspect Cells,835,Rainy,2023-06-24 19:00:00
Shadowing,String-4_Module-19,Low,7,Clean Panel,Clean Panel,730,Rainy,2023-06-09 13:00:00
Shadowing,String-10_Module-1,Medium,10,Remove Obstruction,Inspection Done,813,Sunny,2023-01-02 09:00:00
Shadowing,String-5_Module-20,Medium,9,Remove Obstruction,Inspection Done,276,Cloudy,2023-07-18 18:00:00
Hotspot,String-5_Module-10,High,10,Replace Panel Section,Replace Panel Section,428,Cloudy,2023-04-05 14:00:00
Open Circuit,String-10_Module-6,Low,9,Tighten Connection,Tighten Connection,496,Cloudy,2023-05-26 10:00:00
Short Circuit,String-5_Module-8,Critical,10,Replace Module,Replace Module,709,Rainy,2023-04-12 14:00:00
Shadowing,String-7_Module-1,High,11,Adjust Tilt,No Action,914,Rainy,2023-03-30 10:00:00
Short Circuit,String-9_Module-7,High,13,Replace Wiring,Inspection Done,772,Rainy,2023-06-26 00:00:00
Hotspot,String-10_Module-14,Low,3,Clean Panel,Inspection Done,737,Cloudy,2023-05-05 04:00:00
Hotspot,String-8_Module-11,Critical,11,Replace Module,No Action,782,Rainy,2023-05-23 05:00:00
Open Circuit,String-5_Module-7,Critical,13,Replace Module,Inspection Done,814,Cloudy,2023-04-15 15:00:00
Open Circuit,String-1_Module-15,Critical,5,Replace Module,No Action,525,Rainy,2023-02-03 09:00:00
Shadowing,String-4_Module-11,Critical,8,Reinstall Module,No Action,562,Cloudy,2023-01-09 17:00:00
Open Circuit,String-4_Module-13,Critical,8,Replace Module,Inspection Done,868,Rainy,2023-07-19 07:00:00
Short Circuit,String-9_Module-11,Medium,4,Replace Fuse,No Action,558,Sunny,2023-04-07 10:00:00
Open Circuit,String-10_Module-19,Medium,12,Replace Connector,Replace Connector,905,Sunny,2023-07-26 04:00:00
Hotspot,String-1_Module-6,Medium,11,Inspect Cells,Inspect Cells,986,Rainy,2023-03-18 12:00:00
Open Circuit,String-6_Module-7,Medium,11,Replace Connector,Replace Connector,523,Rainy,2023-02-24 03:00:00
Shadowing,String-6_Module-4,Medium,1,Remove Obstruction,Inspection Done,897,Cloudy,2023-04-08 04:00:00
Shadowing,String-1_Module-7,Medium,1,Remove Obstruction,Inspection Done,525,Cloudy,2023-02-17 16:00:00
Short Circuit,String-8_Module-3,Medium,4,Replace Fuse,Replace Fuse,824,Cloudy,2023-04-10 16:00:00
Shadowing,String-4_Module-12,High,6,Adjust Tilt,Inspection Done,364,Sunny,2023-04-18 03:00:00
Hotspot,String-1_Module-5,High,8,Replace Panel Section,Replace Panel Section,772,Rainy,2023-01-13 13:00:00
Open Circuit,String-5_Module-3,Critical,6,Replace Module,Replace Module,803,Sunny,2023-03-08 09:00:00
Shadowing,String-10_Module-9,High,12,Adjust Tilt,Adjust Tilt,997,Cloudy,2023-06-10 11:00:00
Shadowing,String-9_Module-19,Low,9,Clean Panel,No Action,654,Sunny,2023-03-27 02:00:00
Open Circuit,String-1_Module-14,Medium,9,Replace Connector,Inspection Done,352,Cloudy,2023-04-21 21:00:00
Open Circuit,String-2_Module-5,Critical,14,Replace Module,Replace Module,936,Rainy,2023-02-27 15:00:00
Short Circuit,String-1_Module-12,Medium,2,Replace Fuse,Inspection Done,326,Rainy,2023-05-12 19:00:00
Hotspot,String-6_Module-8,High,10,Replace Panel Section,Inspection Done,392,Cloudy,2023-01-02 11:00:00
Hotspot,String-6_Module-19,High,1,Replace Panel Section,Replace Panel Section,826,Cloudy,2023-04-24 15:00:00
Open Circuit,String-6_Module-14,Medium,2,Replace Connector,No Action,973,Cloudy,2023-01-03 06:00:00
Shadowing,String-10_Module-10,Critical,5,Reinstall Module,Inspection Done,729,Cloudy,2023-03-15 20:00:00
Short Circuit,String-4_Module-19,Medium,4,Replace Fuse,Replace Fuse,209,Cloudy,2023-07-25 00:00:00
Open Circuit,String-1_Module-1,High,4,Replace Wiring,Replace Wiring,291,Rainy,2023-06-27 08:00:00
Short Circuit,String-7_Module-5,Medium,9,Replace Fuse,Inspection Done,338,Cloudy,2023-05-25 18:00:00
Open Circuit,String-3_Module-2,Medium,11,Replace Connector,No Action,680,Rainy,2023-07-12 14:00:00
Shadowing,String-1_Module-13,High,8,Adjust Tilt,Inspection Done,648,Cloudy,2023-02-05 13:00:00
Shadowing,String-8_Module-1,Low,6,Clean Panel,Inspection Done,532,Cloudy,2023-01-23 21:00:00
Hotspot,String-1_Module-7,Low,1,Clean Panel,No Action,539,Sunny,2023-07-19 08:00:00
Short Circuit,String-1_Module-15,High,2,Replace Wiring,Inspection Done,251,Cloudy,2023-05-29 23:00:00
Shadowing,String-3_Module-3,Medium,6,Remove Obstruction,Remove Obstruction,906,Sunny,2023-07-08 03:00:00
Short Circuit,String-10_Module-3,Medium,11,Replace Fuse,No Action,665,Rainy,2023-07-23 12:00:00
Short Circuit,String-3_Module-4,Critical,2,Replace Module,Inspection Done,917,Rainy,2023-01-01 20:00:00
Hotspot,String-2_Module-6,Medium,13,Inspect Cells,Inspect Cells,998,Sunny,2023-03-01 03:00:00
Shadowing,String-3_Module-5,Low,10,Clean Panel,Inspection Done,674,Sunny,2023-06-24 09:00:00
